POSTAL_CODE,lat,lon,temp_change,precip_change,humidity_change,wind_change
3858,-37.557605,146.6513853,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3859,-37.920365,146.8985944,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
3860,-37.6951451,146.9661233,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3862,-37.4228208,147.1915504,+25% to +50%,> -50% Change,-10% to -25%,flat to +10%
3864,-37.8199648,147.304453,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3865,-37.7994292,147.468383,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3869,-38.3637637,146.3712327,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3870,-38.4631226,146.3600438,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3871,-38.4049813,146.1812023,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3873,-38.3016024,146.6738329,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
3874,-38.5234965,146.8985944,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3875,-37.6874281,147.5532762,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3878,-37.9067566,147.6779106,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3880,-37.9215501,147.7573,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3882,-37.8071978,147.7573,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3885,-37.2938907,148.2804541,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
3886,-37.7514308,148.42875,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3887,-37.6989476,148.0299382,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3888,-37.2474912,148.6458369,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
3889,-37.609984,148.8289611,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3890,-37.5621735,149.1960526,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
3891,-37.5126059,149.5642369,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3892,-37.51307080000001,149.7718067,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3893,-37.4768667,147.8026919,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3895,-37.3755587,147.848103,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3896,-37.1819263,147.7799935,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3898,-37.022052,147.5079912,+25% to +50%,> -50% Change,-10% to -25%,flat to +10%
3900,-36.9009009,147.8708157,+25% to +50%,> -50% Change,-10% to -25%,flat to +10%
3902,-37.81497590000001,147.8140428,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
3903,-37.8097254,147.8594587,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3904,-37.8600459,147.8367484,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3909,-37.8136883,148.0299382,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3910,-38.1608986,145.1927835,flat to +10%,> -50% Change,flat to -10%,flat to -10%
3911,-38.1972006,145.1762197,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3912,-38.2242212,145.2148736,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3913,-38.2651079,145.1706992,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3915,-38.3059216,145.1265477,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3916,-38.4161358,145.0548502,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3918,-38.3329437,145.165179,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3919,-38.3534427,145.1983055,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3920,-38.3943242,145.2093505,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3921,-38.34893479999999,145.3364703,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3922,-38.4898703,145.2038278,+10% to +25%,> -50% Change,flat to +10%,flat to +10%
3923,-38.4724137,145.2756505,flat to +10%,> -50% Change,flat to +10%,flat to +10%
3925,-38.5282425,145.3862638,flat to +10%,> -50% Change,flat to +10%,flat to +10%
3926,-38.3541527,145.1044805,flat to +10%,> -50% Change,flat to -10%,flat to -10%
3927,-38.37937429999999,145.165179,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3928,-38.4018779,144.9721978,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3929,-38.4574538,144.9721978,+10% to +25%,> -50% Change,flat to +10%,flat to +10%
3930,-38.1952209,145.0879338,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3931,-38.2277083,145.0603633,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3933,-38.2501593,145.1265477,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3934,-38.287039,145.016269,flat to +10%,> -50% Change,flat to -10%,flat to -10%
3936,-38.3352183,144.9942305,flat to +10%,> -50% Change,flat to -10%,flat to -10%
3937,-38.36878129999999,145.0383133,flat to +10%,> -50% Change,flat to -10%,flat to -10%
3938,-38.3562816,144.9336544,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3939,-38.4218526,144.8951287,flat to +10%,> -50% Change,flat to +10%,flat to +10%
3940,-38.3745297,144.8786231,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3941,-38.3862088,144.8181305,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3942,-38.3645949,144.7686693,flat to +10%,> -50% Change,flat to +10%,flat to +10%
3943,-38.3477833,144.746696,flat to +10%,> -50% Change,flat to +10%,flat to +10%
3944,-38.32340689999999,144.7027669,flat to +10%,> -50% Change,flat to +10%,flat to +10%
3945,-38.3930465,145.6911745,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3946,-38.4506894,145.7245012,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3950,-38.4372473,145.8245558,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3951,-38.5195374,145.7356129,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3953,-38.4586497,146.002705,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3954,-38.5615123,145.9469958,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3956,-38.675332,145.8690603,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3957,-38.5941498,146.1030672,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3958,-38.6765966,146.013851,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3959,-38.760009,146.0696009,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3960,-38.9962856,146.3376699,+10% to +25%,> -50% Change,flat to +10%,flat to +10%
3962,-38.6183432,146.3488562,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3964,-38.6847281,146.2733747,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3965,-38.692708,146.4775937,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3966,-38.6286899,146.4383942,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3967,-38.6705951,146.5392256,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3971,-38.5613687,146.6065057,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3975,-38.0704681,145.2424941,flat to +10%,> -50% Change,flat to -10%,flat to -10%
3976,-38.0349647,145.2756505,flat to +10%,> -50% Change,flat to -10%,flat to -10%
3977,-38.1347885,145.2811778,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3978,-38.140252,145.3807298,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3979,-38.4509941,145.6134608,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3980,-38.2092442,145.3917982,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3981,-38.1825837,145.5912693,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3984,-38.3114378,145.5579927,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3987,-38.3054452,145.6800684,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3988,-38.310594,145.7800733,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3990,-38.4399786,145.5247285,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3991,-38.4734903,145.4582381,flat to +10%,> -50% Change,flat to +10%,flat to +10%
3992,-38.5123976,145.6023644,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3995,-38.6238593,145.6023644,flat to +10%,> -50% Change,flat to -10%,flat to +10%
3996,-38.6086874,145.7800733,flat to +10%,> -50% Change,flat to -10%,flat to +10%
4000,-27.4660994,153.023588,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4005,-27.4655769,153.0471371,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4006,-27.4500534,153.0345152,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4007,-27.4366918,153.0648006,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4008,-27.3858666,153.1207447,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4009,-27.4330179,153.0829858,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4010,-27.4307455,153.0427215,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4011,-27.4191871,153.0589126,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4012,-27.3930139,153.0479657,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4013,-27.3944936,153.0706888,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4014,-27.3743379,153.0912986,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4017,-27.3190241,153.0339889,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4018,-27.3428542,153.0441933,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4019,-27.2439947,153.0912986,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4020,-27.2171518,153.1060212,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4021,-27.223156,153.0824656,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4022,-27.2144286,153.0527075,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4025,-27.0873207,153.4154233,flat to +10%,> -50% Change,flat to +10%,flat to +10%
4029,-27.4471992,153.0272674,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4030,-27.4230215,153.0340375,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4031,-27.4076416,153.0294751,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4032,-27.3847107,153.023588,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4034,-27.3645676,153.0441933,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4035,-27.3565346,152.9794406,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4036,-27.3138088,153.0088712,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4037,-27.3392025,152.9353024,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4051,-27.4261914,152.9882693,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
4053,-27.3957404,152.9853264,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4054,-27.4119662,152.9549828,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
4055,-27.3901209,152.9323602,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
4059,-27.4515704,153.0059279,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4060,-27.4412376,152.9823835,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
4061,-27.4401591,152.9382447,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
4064,-27.4611923,153.0000416,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
4065,-27.461705,152.9764978,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
4066,-27.4756536,152.9917027,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
4067,-27.4991588,153.0000416,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4068,-27.5017624,152.973555,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
4069,-27.5020161,152.8970569,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
4070,-27.5554476,152.8676421,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
4072,-27.4978543,153.0132861,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4073,-27.5435374,152.9529566,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
4074,-27.5569601,152.9264759,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
4075,-27.5443032,152.9823847,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
4076,-27.5786368,152.9264759,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
4077,-27.5951554,152.9794406,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
4078,-27.6185546,152.9617842,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
4101,-27.4799195,153.0118145,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4102,-27.4956759,153.0353622,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4103,-27.5120542,153.032997,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4104,-27.5140455,153.0149526,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4105,-27.535027,153.0259992,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4106,-27.5533851,153.0000416,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4107,-27.5499147,153.0353622,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4108,-27.5658223,153.0206446,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4109,-27.5840406,153.0559687,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4110,-27.6166842,153.0166574,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4111,-27.5515001,153.0559687,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4112,-27.605579,153.0942431,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4113,-27.5889518,153.0795213,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4114,-27.6372491,153.1030766,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4115,-27.6113884,153.0336149,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4116,-27.6238851,153.0499871,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4117,-27.6431814,153.0795213,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4118,-27.6749806,153.0500809,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4119,-27.6092593,153.1119105,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4120,-27.5070097,153.0479859,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4121,-27.5223127,153.0589533,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4122,-27.5480097,153.0912986,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4123,-27.5812621,153.1207447,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4124,-27.7420185,152.946986,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
4125,-27.7225265,153.0441933,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4127,-27.629563,153.1443045,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4128,-27.6519632,153.1737578,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4129,-27.6848624,153.1884859,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4130,-27.6740515,153.2267554,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4131,-27.666306,153.1384143,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4132,-27.6781718,153.0912986,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4133,-27.7240022,153.1030766,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4151,-27.5009968,153.0619877,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4152,-27.5070527,153.1030766,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4153,-27.511066,153.1354693,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4154,-27.486707,153.161976,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4155,-27.5139687,153.1559725,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4156,-27.5589679,153.1630145,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4157,-27.5819961,153.1979543,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4158,-27.4864891,153.2002692,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4159,-27.4880371,153.2208914,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4160,-27.4869721,153.2390188,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4161,-27.522958,153.220588,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4163,-27.5334347,153.2667742,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4164,-27.5671583,153.2621415,flat to +10%,> -50% Change,flat to -10%,flat to +10%
4165,-27.5833177,153.2999867,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4169,-27.4806276,153.0412496,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4170,-27.4620175,153.0750052,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4171,-27.4517481,153.0589126,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4172,-27.452781,153.1030766,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4173,-27.4718491,153.1295793,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4174,-27.4447063,153.1295793,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4178,-27.4437553,153.17369,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4179,-27.4666718,153.1833308,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4183,-27.4999713,153.4000698,flat to +10%,> -50% Change,flat to +10%,flat to +10%
4205,-27.6895821,153.1590306,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4207,-27.7319516,153.2061661,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4208,-27.7674471,153.2857165,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4209,-27.852293,153.2992885,flat to +10%,> -50% Change,flat to +10%,flat to +10%
4210,-27.9336003,153.2805288,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4211,-27.995579,153.3222261,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4212,-27.7918539,153.4036287,flat to +10%,> -50% Change,flat to +10%,flat to +10%
4213,-28.142191,153.3347271,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4214,-27.9623616,153.3623524,flat to +10%,> -50% Change,flat to +10%,flat to +10%
4215,-27.965505,153.4036287,flat to +10%,> -50% Change,flat to +10%,flat to +10%
4216,-27.9004034,153.4036287,flat to +10%,> -50% Change,flat to +10%,flat to +10%
4217,-28.004695,153.4095259,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4218,-28.0396814,153.4213208,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4219,-28.1116562,153.438277,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4220,-28.0963527,153.4331163,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4221,-28.1288855,153.4543191,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4222,-27.9627982,153.3807784,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4223,-28.1700418,153.4341362,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4224,-28.1469507,153.4919105,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4225,-28.164389,153.5127518,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4226,-28.0648601,153.3859379,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4227,-28.110678,153.3977316,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4228,-28.1404831,153.4285672,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4229,-28.0745318,153.4161605,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4230,-28.077581,153.3852008,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4270,-27.8856135,153.1236742,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4271,-27.9162702,153.206161,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4272,-27.9496437,153.1973233,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4275,-28.0380223,153.1796489,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4280,-27.835059,153.0383059,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4285,-28.0150124,152.9676695,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4287,-28.2608723,152.8029443,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4300,-27.6453606,152.908824,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
4301,-27.628802,152.8558773,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
4303,-27.5938311,152.8441133,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
4304,-27.6080535,152.8088251,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
4305,-27.6372514,152.7676633,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
4306,-27.5224191,152.6853649,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
4307,-27.8318494,152.6148504,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
4309,-27.9433107,152.6230662,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4310,-28.0413603,152.6853649,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4311,-27.4025873,152.4269361,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
4312,-27.236469,152.4186279,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
4313,-27.0874883,152.3762221,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
4340,-27.7418746,152.4973826,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
4341,-27.6849335,152.333048,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
4342,-27.4857911,152.4621561,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
4343,-27.5635723,152.2799511,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
4344,-27.5496811,152.1238169,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
4345,-27.5512406,152.3389146,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
4346,-27.5659238,152.5941917,+10% to +25%,> -50% Change,flat to -10%,+10% to +25%
4347,-27.5912673,152.1904182,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
4350,-27.5564884,151.9533185,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
4352,-27.4595003,151.9470976,+25% to +50%,> -50% Change,-10% to -25%,+10% to +25%
4353,-27.2083514,151.8760283,+25% to +50%,> -50% Change,-10% to -25%,flat to +10%
4354,-27.3244055,151.8643252,+25% to +50%,> -50% Change,-10% to -25%,flat to +10%
4355,-27.2609101,152.0545612,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
4356,-27.6233205,151.5603244,+25% to +50%,> -50% Change,-10% to -25%,flat to +10%
4357,-27.8934129,151.0471355,+25% to +50%,> -50% Change,-10% to -25%,+10% to +25%
4358,-27.7118713,151.8569756,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
4359,-27.78646,151.9066549,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
4360,-27.8545522,151.9028584,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
4361,-27.943502,151.8409214,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
4362,-28.0334119,151.9831687,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
4363,-27.6834647,151.7155622,+25% to +50%,> -50% Change,-10% to -25%,flat to +10%
4364,-27.7569394,151.4513347,+25% to +50%,> -50% Change,-10% to -25%,+10% to +25%
4365,-28.0364199,151.5836897,+25% to +50%,> -50% Change,-10% to -25%,+10% to +25%
4370,-28.215734,152.0281585,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
4371,-28.1592715,152.333048,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4372,-28.2914624,152.2476363,+10% to +25%,> -50% Change,-10% to -25%,flat to +10%
4373,-28.3431907,152.2960993,+10% to +25%,> -50% Change,flat to -10%,flat to +10%
4374,-28.4893282,151.9711114,+25% to +50%,> -50% Change,-10% to -25%,flat to +10%
4375,-28.519717,151.9489674,+25% to +50%,> -50% Change,-10% to -25%,flat to +10%
4376,-28.5513492,151.9490005,+25% to +50%,> -50% Change,-10% to -25%,flat to +10%
4377,-28.5906027,151.9755424,+25% to +50%,> -50% Change,-10% to -25%,flat to +10%
4378,-28.6167522,151.9666314,+25% to +50%,> -50% Change,-10% to -25%,flat to +10%
4380,-28.7588427,151.6538052,+25% to +50%,> -50% Change,-10% to -25%,flat to +10%
4381,-28.7388192,151.8774985,+25% to +50%,> -50% Change,-10% to -25%,flat to +10%
4382,-28.8279553,151.8643252,+25% to +50%,> -50% Change,-10% to -25%,flat to +10%
4383,-28.9427218,151.9462633,+25% to +50%,> -50% Change,-10% to -25%,flat to +10%
4384,-28.7213662,151.1859873,+25% to +50%,> -50% Change,-10% to -25%,+10% to +25%
4385,-28.8427232,151.0707902,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
4387,-28.4158556,151.0800137,+25% to +50%,> -50% Change,-10% to -25%,+10% to +25%
4388,-28.5736169,150.753252,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
4390,-28.5406528,150.3040002,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
4401,-27.3203817,151.7473377,+25% to +50%,> -50% Change,-10% to -25%,flat to +10%
4402,-26.9690985,151.8175207,+25% to +50%,> -50% Change,-10% to -25%,flat to +10%
4403,-27.3710071,151.592059,+25% to +50%,> -50% Change,-10% to -25%,flat to +10%
4404,-27.3446354,151.4668962,+25% to +50%,> -50% Change,-10% to -25%,flat to +10%
4405,-27.1944148,151.2660028,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
4406,-27.7210976,150.3037323,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
4407,-27.5330018,151.1982604,+25% to +50%,> -50% Change,-10% to -25%,+10% to +25%
4408,-26.8136945,151.3035248,+25% to +50%,> -50% Change,-10% to -25%,flat to +10%
4410,-26.7813787,151.10998,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
4411,-26.8110238,151.0005643,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
4412,-26.9142824,150.7911697,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
4413,-26.3724452,150.7679216,+10% to +25%,> -50% Change,-10% to -25%,+10% to +25%
4415,-26.5252094,150.3037323,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
4416,-26.9267532,150.1341328,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
4417,-27.1542602,149.0675595,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
4418,-26.2422842,150.0953406,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
4419,-25.9692426,150.1184797,+10% to +25%,> -50% Change,-25% to -50%,+10% to +25%
4420,-25.43651,149.6564494,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
4421,-27.0745513,150.5175918,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
4422,-27.5894981,149.7487272,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
4423,-27.2481697,149.6766801,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
4424,-26.6413968,149.9835959,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
4425,-26.7068322,149.7948904,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
4426,-26.6635632,149.6103349,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
4427,-26.6167701,149.3841339,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
4428,-26.491408,149.2420166,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
4454,-25.4338215,148.1892921,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
4455,-26.5713754,148.7871121,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
4461,-26.6483957,148.3602816,+25% to +50%,> -50% Change,-25% to -50%,+10% to +25%
